,carla-simulator/carla,apolloauto/apollo,commaai/openpilot
2021-09-21,0,0,5.3854990336
2021-09-22,0,0,0.5898022912000007
2021-09-23,0,0,9.3669654528
2021-09-24,0,0,5.4736621568000015
2021-09-25,0,0,-4.9976296448
2021-09-26,0,0,-5.310038528
2021-09-27,0,0,1.2716738559999996
2021-09-28,3,0,8.579267584
2021-09-29,0,0,6.458480332800001
2021-09-30,0,0,-0.8469227519999993
2021-10-01,0,0,2.0396365824
2021-10-02,0,0,-3.9686425599999993
2021-10-03,0,0,-1.4398738432000004
